mode,subset,unit,N,arm,lambda,skill,rmse,rmse_early,false_alarm,detect_corr
highTRA,DS02,11,1,H0,316.227766016838,0.921010257412352,0.0234525322676184,0.00389975279727947,0.00496289716503609,0.981300294566083
highTRA,DS02,11,1,H0,1000,0.773992396216838,0.0396703395987523,0.00305759125818242,0.00692497888993118,0.983878712469667
highTRA,DS02,11,1,TRA4,0.1,-0.99383331542687,0.11782808438925,0.0102076298329836,0.000938667090991869,0.827425430085758
highTRA,DS02,11,1,TRA4,0.316227766016838,-0.110040162713608,0.0879171779226657,0.010172748201308,0.000897023625223294,0.974523306257976
highTRA,DS02,11,1,TRA4,1,0.255529473631147,0.0719992789675272,0.00817850368537417,0.000880506663493855,0.984987255124866
highTRA,DS02,11,1,TRA4,3.16227766016838,0.675514091692649,0.0475337758021778,0.00736024277445034,0.000869188235521805,0.984771110385944
highTRA,DS02,11,1,TRA4,10,0.868708320185466,0.0302359066176787,0.00647750627555677,0.000882060058202702,0.981901306016462
highTRA,DS02,11,1,TRA4,31.6227766016838,0.938095542783129,0.0207618167210642,0.00575296433530169,0.00102124282338194,0.981486939823667
highTRA,DS02,11,1,TRA4,100,0.958922592881911,0.0169124257932811,0.00488586943167062,0.00169363234892818,0.983586320585567
highTRA,DS02,11,1,TRA4,316.227766016838,0.915765752107794,0.024218583816448,0.00380563573869518,0.00438594291086858,0.982245456658549
highTRA,DS02,11,1,TRA4,1000,0.768378006976675,0.0401600541772024,0.00305043134328765,0.00660678699900834,0.983833872458292
highTRA,DS02,11,1,MoE_K4,0.1,-0.270652456371098,0.0940627741559277,0.00969511812505559,0.000901204752045281,0.961827769504103
highTRA,DS02,11,1,MoE_K4,0.316227766016838,-0.00646720556304614,0.0837151784171284,0.00964144476688883,0.000888404413586047,0.97217398460118
highTRA,DS02,11,1,MoE_K4,1,0.293478851200849,0.0701401961559224,0.00767666527576305,0.00087741203337446,0.982920410899304
highTRA,DS02,11,1,MoE_K4,3.16227766016838,0.687276027207357,0.0466643241501809,0.00690321370884585,0.000862983563570496,0.984806462634654
highTRA,DS02,11,1,MoE_K4,10,0.872276872795039,0.0298221647142323,0.00612989198321004,0.000874415959290448,0.981929235803431
highTRA,DS02,11,1,MoE_K4,31.6227766016838,0.938522194166713,0.0206901468147637,0.00543636599542614,0.000989274591741905,0.981080648605523
highTRA,DS02,11,1,MoE_K4,100,0.956121152569985,0.0174796204661358,0.0046649965523676,0.00151453356707473,0.983266317082149
highTRA,DS02,11,1,MoE_K4,316.227766016838,0.91119029439307,0.0248676420897466,0.00372497143804832,0.00394052479780696,0.981942054646737
highTRA,DS02,11,1,MoE_K4,1000,0.764122971796269,0.0405272575778767,0.00304249934765418,0.00624739123329957,0.983170737242213
highTRA,DS02,11,1,FreeMLP,0.1,-0.868536145148472,0.114065719576998,0.00987461919096675,0.000925812132127006,0.830519701354467
highTRA,DS02,11,1,FreeMLP,0.316227766016838,-0.0838706030069718,0.0868746587377228,0.00984874938816579,0.00088719156756837,0.973965693911659
