quantile,subset,unit,N,component,mean_gain,mean_abs_gain_minus1
0.85,DS03,10,100,1,1.0784542036779,0.0784542036778999
0.85,DS03,10,100,2,1.15652133118023,0.160769957484621
0.85,DS03,10,100,3,1.19022136475101,0.198717293414203
0.85,DS03,10,100,4,1.14343787323345,0.143437873233448
0.85,DS03,10,100,5,1.08308135379444,0.0830813537944447
0.85,DS03,10,100,6,1.22362221732284,0.223622217322841
0.85,DS03,10,100,7,1.12166935024839,0.121669350248395
0.85,DS03,10,100,8,1.32555211854703,0.325552118547035
0.85,DS03,10,100,9,1.03833837762023,0.0383383776202346
0.85,DS03,10,1000,1,1.0784494154381,0.078449415438103
0.85,DS03,10,1000,2,1.15667338624145,0.160958779580665
0.85,DS03,10,1000,3,1.19044128782821,0.198967925526879
0.85,DS03,10,1000,4,1.14344032786109,0.143440327861092
0.85,DS03,10,1000,5,1.08306564887365,0.083065648873647
0.85,DS03,10,1000,6,1.22365420876127,0.223654208761273
0.85,DS03,10,1000,7,1.12166471734191,0.121664717341914
0.85,DS03,10,1000,8,1.32554921598145,0.325549215981455
0.85,DS03,10,1000,9,1.03827648451834,0.0382764845183401
0.85,DS03,11,1,1,1.07770895957947,0.0777089595794678
0.85,DS03,11,1,2,1.1515067027787,0.153765569298954
0.85,DS03,11,1,3,1.18326068126549,0.188572784601632
0.85,DS03,11,1,4,1.14237388513856,0.14237388513856
0.85,DS03,11,1,5,1.08303408501512,0.0830340850151191
0.85,DS03,11,1,6,1.22122791055906,0.221227910559056
0.85,DS03,11,1,7,1.12057565026364,0.120575650263641
0.85,DS03,11,1,8,1.32498339071112,0.324983390711122
0.85,DS03,11,1,9,1.0403255163613,0.0403255163613012
0.85,DS03,11,10,1,1.07842069359149,0.0784206935914896
0.85,DS03,11,10,2,1.14993978152841,0.150348859318232
0.85,DS03,11,10,3,1.18074422367549,0.183739928875939
0.85,DS03,11,10,4,1.14312822131787,0.143128221317873
0.85,DS03,11,10,5,1.08372341980368,0.083723419803684
0.85,DS03,11,10,6,1.22196003946207,0.221960039462073
0.85,DS03,11,10,7,1.12154098890596,0.121540988905955
0.85,DS03,11,10,8,1.3257362175796,0.325736217579599
0.85,DS03,11,10,9,1.04121608451261,0.0412160845126136
0.85,DS03,11,100,1,1.07882571826547,0.0788257182654688
0.85,DS03,11,100,2,1.14974238205764,0.153290230338856
0.85,DS03,11,100,3,1.18029944977518,0.189046219243842
0.85,DS03,11,100,4,1.14360867920568,0.143608679205684
0.85,DS03,11,100,5,1.08408858210354,0.0840885821035353
0.85,DS03,11,100,6,1.2225768929821,0.222576892982095
0.85,DS03,11,100,7,1.12210017947827,0.122100179478274
0.85,DS03,11,100,8,1.32623196254342,0.326231962543423
0.85,DS03,11,100,9,1.04150017843408,0.041500178434081
0.85,DS03,11,1000,1,1.07893605353469,0.0789360535346856
0.85,DS03,11,1000,2,1.15049005666022,0.153370405657817
0.85,DS03,11,1000,3,1.18132624989849,0.189282463768781
0.85,DS03,11,1000,4,1.14378502005238,0.143785020052376
0.85,DS03,11,1000,5,1.08413062055232,0.0841306205523216
0.85,DS03,11,1000,6,1.22295768988335,0.222957689883345
0.85,DS03,11,1000,7,1.12226314867957,0.122263148679572
0.85,DS03,11,1000,8,1.326390240152,0.326390240152003
0.85,DS03,11,1000,9,1.04127106020006,0.0412710602000608
0.85,DS03,12,1,1,1.04852659727937,0.0485265972793743
0.85,DS03,12,1,2,0.965709082541927,0.0615882219806794
0.85,DS03,12,1,3,0.92875462450007,0.0948077222352387
0.85,DS03,12,1,4,1.0964989508352,0.0964989508351972
0.85,DS03,12,1,5,1.07122232580698,0.0712223258069766
0.85,DS03,12,1,6,1.12380265035937,0.123802650359369
0.85,DS03,12,1,7,1.07763871967152,0.077638719671516
0.85,DS03,12,1,8,1.28381019766613,0.283810197666127
0.85,DS03,12,1,9,1.09666673342387,0.0966667334238688
0.85,DS03,12,10,1,1.04818476271886,0.048184762718857
0.85,DS03,12,10,2,0.964016948335914,0.0428429284403401
0.85,DS03,12,10,3,0.926484300885149,0.0775288529293511
0.85,DS03,12,10,4,1.09596064526548,0.0959606452654767
0.85,DS03,12,10,5,1.07099490909166,0.0709949090916623
0.85,DS03,12,10,6,1.12275177432645,0.122751774326448
0.85,DS03,12,10,7,1.07714073247807,0.07714073247807
0.85,DS03,12,10,8,1.2832285306787,0.283228530678698
0.85,DS03,12,10,9,1.09703857924349,0.0970385792434856
0.85,DS03,12,100,1,1.04782505317401,0.0478250531740086
0.85,DS03,12,100,2,0.963678027993889,0.0404341669492824
0.85,DS03,12,100,3,0.926168535345344,0.0748141209284465
0.85,DS03,12,100,4,1.09546239658069,0.0954623965806859
0.85,DS03,12,100,5,1.07062639856851,0.0706263985685123
0.85,DS03,12,100,6,1.12201040919109,0.122010409191091
0.85,DS03,12,100,7,1.07663511717191,0.0766351171719131
0.85,DS03,12,100,8,1.28260412523823,0.282604125238234
0.85,DS03,12,100,9,1.09682939385855,0.0968293938585507
0.85,DS03,12,1000,1,1.04780336092877,0.0478033609287713
0.85,DS03,12,1000,2,0.963615082925366,0.0402606315510247
0.85,DS03,12,1000,3,0.926089434854446,0.0747231315541011
0.85,DS03,12,1000,4,1.09542858600616,0.0954285860061646
0.85,DS03,12,1000,5,1.07060460890493,0.0706046089049309
0.85,DS03,12,1000,6,1.12195257345835,0.121952573458354
0.85,DS03,12,1000,7,1.07660398175639,0.0766039817563949
0.85,DS03,12,1000,8,1.28255977425524,0.28255977425524
0.85,DS03,12,1000,9,1.09682809537457,0.0968280953745688
0.85,DS03,13,1,1,1.07799866292384,0.0779986629238376
0.85,DS03,13,1,2,1.14949476409268,0.155809329701709
0.85,DS03,13,1,3,1.18024948432848,0.191213337631969
0.85,DS03,13,1,4,1.14263361924654,0.142633619246545
0.85,DS03,13,1,5,1.08347176266955,0.0834717626695509
0.85,DS03,13,1,6,1.22120233944484,0.221202339444842
0.85,DS03,13,1,7,1.12095194977599,0.120951949775993
0.85,DS03,13,1,8,1.32537227791625,0.325372277916252
0.85,DS03,13,1,9,1.04132454116623,0.0413245411662312
0.85,DS03,13,10,1,1.07845261809114,0.0784526180911374
0.85,DS03,13,10,2,1.15387556769631,0.156678342199945
0.85,DS03,13,10,3,1.18637425868542,0.191227866457654
0.85,DS03,13,10,4,1.14338131384416,0.143381313844161
0.85,DS03,13,10,5,1.08345210397398,0.0834521039739832
0.85,DS03,13,10,6,1.22304564946658,0.223045649466577
0.85,DS03,13,10,7,1.12163703472583,0.121637034725833
0.85,DS03,13,10,8,1.32585443614365,0.325854436143652
0.85,DS03,13,10,9,1.03969513441061,0.0396951344106104
0.85,DS03,13,100,1,1.07865522898637,0.0786552289863685
0.85,DS03,13,100,2,1.1548493628378,0.15603977596605
0.85,DS03,13,100,3,1.18768429910982,0.190419378218713
0.85,DS03,13,100,4,1.14368863848897,0.143688638488968
0.85,DS03,13,100,5,1.08356970316404,0.0835697031640387
0.85,DS03,13,100,6,1.22364723372769,0.22364723372769
0.85,DS03,13,100,7,1.12193130517935,0.121931305179348
0.85,DS03,13,100,8,1.32615810090845,0.326158100908453
0.85,DS03,13,100,9,1.0394493620117,0.0394493620116989
0.85,DS03,13,1000,1,1.07860976535004,0.0786097653500445
0.85,DS03,13,1000,2,1.15409186908177,0.155563258505487
0.85,DS03,13,1000,3,1.18661491979252,0.189760355980365
0.85,DS03,13,1000,4,1.1435947185987,0.1435947185987
0.85,DS03,13,1000,5,1.08359263469647,0.083592634696465
0.85,DS03,13,1000,6,1.22337669830818,0.223376698308177
0.85,DS03,13,1000,7,1.12185839863567,0.121858398635666
0.85,DS03,13,1000,8,1.32609668954626,0.326096689546263
0.85,DS03,13,1000,9,1.03973093590179,0.0397309359017905
0.85,DS03,14,1,1,1.04698013161358,0.0486081195505042
0.85,DS03,14,1,2,0.956690043210983,0.0625859514663094
0.85,DS03,14,1,3,0.916615057148432,0.101067680277322
0.85,DS03,14,1,4,1.09384700342229,0.0946103883417029
0.85,DS03,14,1,5,1.07002472720648,0.0704288090530195
0.85,DS03,14,1,6,1.11849893472697,0.120907036097426
0.85,DS03,14,1,7,1.07536043697282,0.0771682317319669
0.85,DS03,14,1,8,1.28058285619083,0.280582856190832
0.85,DS03,14,1,9,1.09836576486889,0.0983657648688868
0.85,DS03,14,10,1,1.04844269156456,0.0484426915645599
0.85,DS03,14,10,2,0.95492107303519,0.0517836683674862
0.85,DS03,14,10,3,0.91340867312331,0.0893331248509256
0.85,DS03,14,10,4,1.09566590033079,0.0956659003307945
0.85,DS03,14,10,5,1.07169415605696,0.0716941560569562
0.85,DS03,14,10,6,1.12063953751012,0.120639537510119
0.85,DS03,14,10,7,1.07737307328927,0.0773730732892689
0.85,DS03,14,10,8,1.28291667605701,0.282916676057012
0.85,DS03,14,10,9,1.10031669233975,0.100316692339747
0.85,DS03,14,100,1,1.04852805325859,0.0485280532585947
0.85,DS03,14,100,2,0.956103010397208,0.0483304458229165
0.85,DS03,14,100,3,0.915050139552669,0.0860734927026849
0.85,DS03,14,100,4,1.09586500337249,0.0958650033724935
0.85,DS03,14,100,5,1.07173788233807,0.0717378823380721
0.85,DS03,14,100,6,1.12113265457906,0.121132654579062
0.85,DS03,14,100,7,1.07750862836838,0.0775086283683777
0.85,DS03,14,100,8,1.28317021539337,0.283170215393368
0.85,DS03,14,100,9,1.10001169850952,0.100011698509517
0.85,DS03,14,1000,1,1.04866596585826,0.0486659658582587
0.85,DS03,14,1000,2,0.956562930031827,0.0472898138196845
0.85,DS03,14,1000,3,0.915645008808688,0.0851547286698693
0.85,DS03,14,1000,4,1.09607288084532,0.0960728808453209
0.85,DS03,14,1000,5,1.07185198915632,0.0718519891563215
0.85,DS03,14,1000,6,1.12150197280081,0.121501972800807
0.85,DS03,14,1000,7,1.07770678400993,0.0777067840099335
0.85,DS03,14,1000,8,1.28341183066368,0.283411830663681
0.85,DS03,14,1000,9,1.09995899702373,0.099958997023733
0.85,DS03,15,1,1,1.07524095542395,0.0752409554239529
0.85,DS03,15,1,2,1.12788029393153,0.135925768026665
0.85,DS03,15,1,3,1.15025562759656,0.165737325575814
0.85,DS03,15,1,4,1.13828617779177,0.138286177791766
0.85,DS03,15,1,5,1.08306288719177,0.0830628871917725
0.85,DS03,15,1,6,1.21121188775817,0.21121188775817
0.85,DS03,15,1,7,1.11685196499326,0.116851964993263
0.85,DS03,15,1,8,1.32223343671258,0.322233436712578
0.85,DS03,15,1,9,1.04898931731039,0.0489893173103902
0.85,DS03,15,10,1,1.07322693404867,0.0732269340486669
0.85,DS03,15,10,2,1.1136406250854,0.122602644251354
0.85,DS03,15,10,3,1.13067921506825,0.149520127630945
0.85,DS03,15,10,4,1.1350106979484,0.135010697948399
0.85,DS03,15,10,5,1.08229355669733,0.082293556697333
0.85,DS03,15,10,6,1.20407281882727,0.204072818827273
0.85,DS03,15,10,7,1.11386837710196,0.113868377101955
0.85,DS03,15,10,8,1.31923459892842,0.319234598928423
0.85,DS03,15,10,9,1.05331413781465,0.0533141378146499
0.85,DS03,15,100,1,1.07294228361614,0.0729422836161372
0.85,DS03,15,100,2,1.11419410492057,0.122520033992938
0.85,DS03,15,100,3,1.13158532754699,0.149455301797212
0.85,DS03,15,100,4,1.13469737323362,0.134697373233624
0.85,DS03,15,100,5,1.08200885288751,0.0820088528875095
0.85,DS03,15,100,6,1.20375053384411,0.203750533844108
0.85,DS03,15,100,7,1.11348089175438,0.113480891754378
0.85,DS03,15,100,8,1.31890167051287,0.318901670512868
0.85,DS03,15,100,9,1.05295901512032,0.0529590151203212
0.85,DS03,15,1000,1,1.07289577953851,0.0728957795385105
0.85,DS03,15,1000,2,1.11343173660449,0.121553799999294
0.85,DS03,15,1000,3,1.13050853316464,0.148086925051106
0.85,DS03,15,1000,4,1.13460332422114,0.134603324221141
0.85,DS03,15,1000,5,1.0820339811382,0.0820339811382009
0.85,DS03,15,1000,6,1.203478912809,0.203478912809002
0.85,DS03,15,1000,7,1.11340658166515,0.113406581665153
0.85,DS03,15,1000,8,1.31884447852177,0.318844478521774
0.85,DS03,15,1000,9,1.05324702476388,0.0532470247638759
0.9,DS02,11,1,1,1.08117684570409,0.0812437301975186
0.9,DS02,11,1,2,1.17074439990318,0.17410024849035
0.9,DS02,11,1,3,1.20952650450044,0.214495208303807
0.9,DS02,11,1,4,1.14751364416995,0.147513644169953
0.9,DS02,11,1,5,1.08435312368102,0.0843531236810199
0.9,DS02,11,1,6,1.23184840355889,0.231848403558893
0.9,DS02,11,1,7,1.12563256085929,0.125632560859292
0.9,DS02,11,1,8,1.32919223227743,0.329192232277434
0.9,DS02,11,1,9,1.0341710781647,0.0341710781646987
0.9,DS02,11,10,1,1.08268020718785,0.0826802071878465
0.9,DS02,11,10,2,1.17345367447805,0.173453674478046
0.9,DS02,11,10,3,1.21276631395696,0.212766313956956
0.9,DS02,11,10,4,1.14955696008973,0.149556960089732
0.9,DS02,11,10,5,1.08558571540703,0.0855857154070321
0.9,DS02,11,10,6,1.23513882443056,0.235138824430563
0.9,DS02,11,10,7,1.12775706234625,0.127757062346248
0.9,DS02,11,10,8,1.33139069807731,0.331390698077315
0.9,DS02,11,10,9,1.0341438297498,0.0341438297498024
0.9,DS02,11,100,1,1.08280840768652,0.0828084076865245
0.9,DS02,11,100,2,1.17317573094772,0.173175730947721
0.9,DS02,11,100,3,1.21231672723415,0.212316727234145
0.9,DS02,11,100,4,1.1496971724397,0.149697172439705
0.9,DS02,11,100,5,1.08571742954901,0.0857174295490071
0.9,DS02,11,100,6,1.23527734158403,0.235277341584028
0.9,DS02,11,100,7,1.12793120691332,0.127931206913318
0.9,DS02,11,100,8,1.33154275861837,0.331542758618371
0.9,DS02,11,100,9,1.03431740857787,0.0343174085778705
0.9,DS02,11,1000,1,1.08280994730481,0.0828099473048065
0.9,DS02,11,1000,2,1.1731646404428,0.1731646404428
0.9,DS02,11,1000,3,1.21230002985162,0.212300029851622
0.9,DS02,11,1000,4,1.14969873832444,0.14969873832444
0.9,DS02,11,1000,5,1.0857201511577,0.0857201511577024
0.9,DS02,11,1000,6,1.23527738805545,0.235277388055446
0.9,DS02,11,1000,7,1.12793324155323,0.127933241553226
0.9,DS02,11,1000,8,1.33154558125189,0.331545581251888
0.9,DS02,11,1000,9,1.03432358523547,0.0343235852354664
0.9,DS02,14,1,1,1.04036519323525,0.0462573931405419
0.9,DS02,14,1,2,0.996438763643566,0.0483790636062622
0.9,DS02,14,1,3,0.976551993112815,0.0621336392666164
0.9,DS02,14,1,4,1.08748514636567,0.0890399727382158
0.9,DS02,14,1,5,1.06032240704486,0.060661582570327
0.9,DS02,14,1,6,1.11733164442213,0.12565973087361
0.9,DS02,14,1,7,1.06668196853838,0.072823775442023
0.9,DS02,14,1,8,1.27120479627659,0.271204796276594
0.9,DS02,14,1,9,1.0776332507008,0.0776332507008
0.9,DS02,14,10,1,1.03922691000135,0.0408601180503243
0.9,DS02,14,10,2,0.996011192861356,0.0462916132650877
0.9,DS02,14,10,3,0.976584425098018,0.0604589330522638
0.9,DS02,14,10,4,1.08576777420546,0.0858159096617448
0.9,DS02,14,10,5,1.05877080246022,0.0587708024602187
0.9,DS02,14,10,6,1.11491828058895,0.115942523667687
0.9,DS02,14,10,7,1.06508127168605,0.0661022239609769
0.9,DS02,14,10,8,1.26853964203282,0.268539642032824
0.9,DS02,14,10,9,1.07608223431989,0.0760822343198877
0.9,DS02,14,100,1,1.03995058411046,0.0399689862602635
0.9,DS02,14,100,2,0.996737550748022,0.0446074055997949
0.9,DS02,14,100,3,0.977251655177066,0.0594498922950343
0.9,DS02,14,100,4,1.08682490963685,0.0868249096368489
0.9,DS02,14,100,5,1.05960895513233,0.0596089551323339
0.9,DS02,14,100,6,1.11649188085606,0.116491880856062
0.9,DS02,14,100,7,1.06610181770827,0.0661018177082664
0.9,DS02,14,100,8,1.27000570140387,0.270005701403869
0.9,DS02,14,100,9,1.07667532092647,0.0766753209264655
0.9,DS02,14,1000,1,1.04000379066718,0.0400037906671825
0.9,DS02,14,1000,2,0.996774149568457,0.0444968091814142
0.9,DS02,14,1000,3,0.977278336882591,0.0593147207247584
0.9,DS02,14,1000,4,1.08689889154936,0.0868988915493614
0.9,DS02,14,1000,5,1.05966646263474,0.0596664626347391
0.9,DS02,14,1000,6,1.11659935744185,0.116599357441852
0.9,DS02,14,1000,7,1.06617646938876,0.066176469388761
0.9,DS02,14,1000,8,1.27010189545782,0.27010189545782
0.9,DS02,14,1000,9,1.07671526858681,0.0767152685868113
0.9,DS02,15,1,1,1.07560016503975,0.0756001650397457
0.9,DS02,15,1,2,1.14414960590761,0.147390365600586
0.9,DS02,15,1,3,1.17353566369014,0.178832812095756
0.9,DS02,15,1,4,1.13944710368541,0.139447103685407
0.9,DS02,15,1,5,1.08183001404378,0.0818300140437795
0.9,DS02,15,1,6,1.2158581516636,0.215858151663595
0.9,DS02,15,1,7,1.11755571080678,0.117555710806775
0.9,DS02,15,1,8,1.3223601490704,0.322360149070398
0.9,DS02,15,1,9,1.04223551679013,0.0422355167901338
0.9,DS02,15,10,1,1.07647181802721,0.0764718180272117
0.9,DS02,15,10,2,1.1446367520005,0.144893706734501
0.9,DS02,15,10,3,1.17384550909498,0.175130611924983
0.9,DS02,15,10,4,1.14059731319769,0.140597313197691
0.9,DS02,15,10,5,1.08267385390267,0.0826738539026744
0.9,DS02,15,10,6,1.21751450246839,0.217514502468394
0.9,DS02,15,10,7,1.11877453505103,0.118774535051033
0.9,DS02,15,10,8,1.32371096824532,0.323710968245321
0.9,DS02,15,10,9,1.04273179217951,0.0427317921795062
0.9,DS02,15,100,1,1.07616822933083,0.0761682293308315
0.9,DS02,15,100,2,1.14327275841983,0.143438895246876
0.9,DS02,15,100,3,1.1720119634671,0.173444771944587
0.9,DS02,15,100,4,1.14015352903907,0.14015352903907
0.9,DS02,15,100,5,1.0825125672924,0.0825125672923985
0.9,DS02,15,100,6,1.21665361034336,0.216653610343364
0.9,DS02,15,100,7,1.11833543919805,0.118335439198053
0.9,DS02,15,100,8,1.32330396460063,0.323303964600634
0.9,DS02,15,100,9,1.04310474466922,0.0431047446692168
0.9,DS02,15,1000,1,1.07617348877352,0.0761734887735167
0.9,DS02,15,1000,2,1.14328100076362,0.143434279000581
0.9,DS02,15,1000,3,1.17202149576216,0.17344467675508
0.9,DS02,15,1000,4,1.14016058729656,0.140160587296557
0.9,DS02,15,1000,5,1.08251693889276,0.0825169388927631
0.9,DS02,15,1000,6,1.21666480712037,0.216664807120366
0.9,DS02,15,1000,7,1.11834287287584,0.11834287287584
0.9,DS02,15,1000,8,1.32331159399517,0.323311593995165
0.9,DS02,15,1000,9,1.04310506671222,0.0431050667122229
0.9,DS03,10,1,1,1.08133109771844,0.0813310977184411
0.9,DS03,10,1,2,1.1678131313035,0.179556734634168
0.9,DS03,10,1,3,1.20531191699433,0.225425097978476
0.9,DS03,10,1,4,1.14745955394976,0.147459553949761
0.9,DS03,10,1,5,1.08455314780727,0.0845531478072658
0.9,DS03,10,1,6,1.23122409257022,0.231224092570218
0.9,DS03,10,1,7,1.12580372889837,0.125803728898366
0.9,DS03,10,1,8,1.32899833628626,0.328998336286256
0.9,DS03,10,1,9,1.03509945941694,0.0350994594169386
0.9,DS03,10,10,1,1.0815009059328,0.0815009059328021
0.9,DS03,10,10,2,1.16889217224988,0.170947427099401
0.9,DS03,10,10,3,1.20672936782692,0.211980058388277
0.9,DS03,10,10,4,1.14782574140664,0.147825741406643
0.9,DS03,10,10,5,1.08481215346943,0.0848121534694325
0.9,DS03,10,10,6,1.23192416176651,0.231924161766515
0.9,DS03,10,10,7,1.12605872298732,0.126058722987319
0.9,DS03,10,10,8,1.32963461948164,0.329634619481636
0.9,DS03,10,10,9,1.03513244245992,0.0351324424599156
0.9,DS03,10,100,1,1.08153473066561,0.0815347306656115
0.9,DS03,10,100,2,1.16905479720145,0.17096083091967
0.9,DS03,10,100,3,1.20694476185423,0.211924202514417
0.9,DS03,10,100,4,1.14788262591218,0.147882625912175
0.9,DS03,10,100,5,1.08484244165999,0.0848424416599852
0.9,DS03,10,100,6,1.23203211842161,0.232032118421612
0.9,DS03,10,100,7,1.12610814065644,0.126108140656442
0.9,DS03,10,100,8,1.32970764059009,0.32970764059009
0.9,DS03,10,100,9,1.0351116530823,0.0351116530822985
0.9,DS03,10,1000,1,1.08152164834918,0.081521648349184
0.9,DS03,10,1000,2,1.16893766594656,0.170844517873995
0.9,DS03,10,1000,3,1.20678180546472,0.211764054768013
0.9,DS03,10,1000,4,1.14786078713157,0.14786078713157
0.9,DS03,10,1000,5,1.08484077453613,0.0848407745361328
0.9,DS03,10,1000,6,1.23198029489228,0.231980294892282
0.9,DS03,10,1000,7,1.12608846028646,0.126088460286458
0.9,DS03,10,1000,8,1.32969068577795,0.329690685777953
0.9,DS03,10,1000,9,1.03515211379889,0.0351521137988929
0.9,DS03,11,1,1,1.08211275076462,0.0821127507646205
0.9,DS03,11,1,2,1.16186232486014,0.170502278764369
0.9,DS03,11,1,3,1.19633169598499,0.210557972980758
0.9,DS03,11,1,4,1.14830733557879,0.148307335578789
0.9,DS03,11,1,5,1.08610927452475,0.0861092745247534
0.9,DS03,11,1,6,1.2312540805946,0.231254080594596
0.9,DS03,11,1,7,1.12682127144377,0.126821271443771
0.9,DS03,11,1,8,1.33073762311774,0.330737623117738
0.9,DS03,11,1,9,1.038634544712,0.038634544712002
0.9,DS03,11,10,1,1.08210474353726,0.0821047435372563
0.9,DS03,11,10,2,1.16063900721275,0.163765280933703
0.9,DS03,11,10,3,1.19461407903898,0.20248454708164
0.9,DS03,11,10,4,1.14817666401297,0.148176664012974
0.9,DS03,11,10,5,1.08609127998352,0.0860912799835205
0.9,DS03,11,10,6,1.23084673639071,0.230846736390712
0.9,DS03,11,10,7,1.1267912872767,0.126791287276704
0.9,DS03,11,10,8,1.33048623295154,0.330486232951536
0.9,DS03,11,10,9,1.03891135676432,0.0389113567643246
0.9,DS03,11,100,1,1.08207099518533,0.0820709951853348
0.9,DS03,11,100,2,1.16378357450841,0.164455179440773
0.9,DS03,11,100,3,1.19913625313064,0.201870154526274
0.9,DS03,11,100,4,1.14830651121624,0.148306511216244
0.9,DS03,11,100,5,1.08582236807225,0.0858223680722511
0.9,DS03,11,100,6,1.23161560195988,0.231615601959875
0.9,DS03,11,100,7,1.12678576323946,0.126785763239456
0.9,DS03,11,100,8,1.33050567416821,0.330505674168215
0.9,DS03,11,100,9,1.0376641568491,0.0376641568491014
0.9,DS03,11,1000,1,1.08209375607765,0.0820937560776533
0.9,DS03,11,1000,2,1.16379967887523,0.164469039036056
0.9,DS03,11,1000,3,1.1991498147027,0.201866812625174
0.9,DS03,11,1000,4,1.14833574173814,0.148335741738142
0.9,DS03,11,1000,5,1.08584223763417,0.0858422376341739
0.9,DS03,11,1000,6,1.23165838395135,0.231658383951349
0.9,DS03,11,1000,7,1.12681760828374,0.126817608283738
0.9,DS03,11,1000,8,1.33053697771945,0.330536977719452
0.9,DS03,11,1000,9,1.0376721438715,0.0376721438715013
0.9,DS03,12,1,1,1.05002868303689,0.0500286830368862
0.9,DS03,12,1,2,0.981093317590734,0.0505104853260902
0.9,DS03,12,1,3,0.950056814378308,0.0774730200408607
0.9,DS03,12,1,4,1.0994125066265,0.0994125066264983
0.9,DS03,12,1,5,1.07183831737887,0.0718383173788747
0.9,DS03,12,1,6,1.13066152218849,0.130661522188494
0.9,DS03,12,1,7,1.07993752341117,0.0799375234111663
0.9,DS03,12,1,8,1.28698549347539,0.286985493475391
0.9,DS03,12,1,9,1.09234567483266,0.0923456748326619
0.9,DS03,12,10,1,1.04998321815204,0.0499832181520359
0.9,DS03,12,10,2,0.985220476504295,0.0358183685169425
0.9,DS03,12,10,3,0.955996335834585,0.0573193905174091
0.9,DS03,12,10,4,1.09957524781586,0.0995752478158602
0.9,DS03,12,10,5,1.0714723602418,0.0714723602417977
0.9,DS03,12,10,6,1.13166031273462,0.131660312734624
0.9,DS03,12,10,7,1.07992835711407,0.079928357114074
0.9,DS03,12,10,8,1.28698452570105,0.286984525701051
0.9,DS03,12,10,9,1.09068543552071,0.0906854355207054
0.9,DS03,12,100,1,1.05000797651147,0.0500079765114733
0.9,DS03,12,100,2,0.98391479510133,0.0343389491881094
0.9,DS03,12,100,3,0.954127592425193,0.0580527256893855
0.9,DS03,12,100,4,1.09951263602062,0.0995126360206194
0.9,DS03,12,100,5,1.07155174209226,0.0715517420922556
0.9,DS03,12,100,6,1.13132955566529,0.131329555665293
0.9,DS03,12,100,7,1.07994443114086,0.0799444311408586
0.9,DS03,12,100,8,1.28690297501062,0.286902975010616
0.9,DS03,12,100,9,1.09113008360709,0.0911300836070891
0.9,DS03,12,1000,1,1.05000371702256,0.0500037170225574
0.9,DS03,12,1000,2,0.983942315783552,0.0342499190761197
0.9,DS03,12,1000,3,0.954169445781298,0.0580922679234576
0.9,DS03,12,1000,4,1.09950778433072,0.0995077843307167
0.9,DS03,12,1000,5,1.07154372815163,0.071543728151629
0.9,DS03,12,1000,6,1.13132816232661,0.131328162326608
0.9,DS03,12,1000,7,1.0799388065133,0.0799388065133043
0.9,DS03,12,1000,8,1.28689358439497,0.286893584394968
0.9,DS03,12,1000,9,1.09111291362393,0.0911129136239329
0.9,DS03,13,1,1,1.08403953948578,0.0840395394857828
0.9,DS03,13,1,2,1.17694754724379,0.176947547243787
0.9,DS03,13,1,3,1.21720921838438,0.217861838154979
0.9,DS03,13,1,4,1.15143442618382,0.151434426183824
0.9,DS03,13,1,5,1.08656931387914,0.0865693138791369
0.9,DS03,13,1,6,1.23835172281637,0.238351722816368
0.9,DS03,13,1,7,1.12969040251397,0.129690402513975
0.9,DS03,13,1,8,1.333291628144,0.333291628144004
0.9,DS03,13,1,9,1.03361352542778,0.0336135254277811
0.9,DS03,13,10,1,1.08216032888982,0.082160328889822
0.9,DS03,13,10,2,1.16886480907341,0.168864809073411
0.9,DS03,13,10,3,1.20636465642359,0.206364656423594
0.9,DS03,13,10,4,1.14872605150396,0.148726051503962
0.9,DS03,13,10,5,1.08557955165962,0.0855795516596212
0.9,DS03,13,10,6,1.23314292245097,0.23314292245097
0.9,DS03,13,10,7,1.12697828125644,0.12697828125644
0.9,DS03,13,10,8,1.33085514663102,0.330855146631018
0.9,DS03,13,10,9,1.03584991027782,0.0358499102778249
0.9,DS03,13,100,1,1.08206625573047,0.082066255730468
0.9,DS03,13,100,2,1.1673733104359,0.167373310435902
0.9,DS03,13,100,3,1.20426714110684,0.204884001186916
0.9,DS03,13,100,4,1.14852528603046,0.14852528603046
0.9,DS03,13,100,5,1.08560112234834,0.0856011223483395
0.9,DS03,13,100,6,1.23258887482928,0.23258887482928
0.9,DS03,13,100,7,1.12682789796359,0.126827897963586
0.9,DS03,13,100,8,1.33068750276194,0.33068750276194
0.9,DS03,13,100,9,1.03636470088711,0.0363647008871103
0.9,DS03,13,1000,1,1.08208273293136,0.08208273293136
0.9,DS03,13,1000,2,1.16762018977822,0.167620189778216
0.9,DS03,13,1000,3,1.20461621067741,0.205171521607932
0.9,DS03,13,1000,4,1.14855598629295,0.148555986292951
0.9,DS03,13,1000,5,1.08559138124639,0.0855913812463934
0.9,DS03,13,1000,6,1.23267721200918,0.232677212009182
0.9,DS03,13,1000,7,1.12685384688439,0.126853846884393
0.9,DS03,13,1000,8,1.33070186825542,0.330701868255417
0.9,DS03,13,1000,9,1.0362667898079,0.0362667898079018
0.9,DS03,14,1,1,1.05242079810092,0.0524207981009232
0.9,DS03,14,1,2,0.968392428598906,0.0576604855687995
0.9,DS03,14,1,3,0.930871980754953,0.0905671700050956
0.9,DS03,14,1,4,1.10165489190503,0.101654891905032
0.9,DS03,14,1,5,1.07493409357573,0.0749340935757286
