subset,unit,N,method,lam,skill,rmse,rmse_early,false_alarm,detect_corr,res_norm,sol_norm,delta
DS02,11,1000,B,0.0001,-24.238671567647224,0.4191994292655037,0.4731710983345163,0.009395765692327088,0.12152034954254294,1.7689442845441514,9.96880736223444,0.8220373305012185
DS02,11,1000,D,0.0001,0.08367709120361566,0.07987515405811822,0.008073113494849127,0.0006573607308572411,0.9635933356051175,5.623531924502032,2.5632703022093,0.8220373305012185
DS02,11,1000,B,0.00031622776601683794,-23.914911982745025,0.4165020230688206,0.4701562541403957,0.009381323870868746,0.1225290664182595,1.7690153505225572,9.907925158721783,0.8220373305012185
DS02,11,1000,D,0.00031622776601683794,0.08802301955700453,0.07968551333994418,0.008073106859388857,0.0006570495333911608,0.9637302904651831,5.623532183220076,2.5605388444245376,0.8220373305012185
DS02,11,1000,B,0.001,-22.930863695069203,0.40819400600717404,0.46087041917084487,0.009336840520297101,0.12571424027553932,1.7696959499497216,9.720509218136565,0.8220373305012185
DS02,11,1000,D,0.001,0.10146371395421605,0.07909613213607702,0.008073086067384482,0.0006560805080866174,0.9641322812735771,5.623534705746879,2.5520810363796143,0.8220373305012185
DS02,11,1000,B,0.0031622776601683794,-20.173303227732646,0.3839562533741735,0.43377896784232495,0.009208650083411337,0.1357392943550562,1.7756546501036974,9.174693600317335,0.8220373305012185
DS02,11,1000,D,0.0031622776601683794,0.14108512556957442,0.07733257981742193,0.008073022196141803,0.0006531641777766121,0.9651246324049434,5.623557980032939,2.527062056927398,0.8220373305012185
DS02,11,1000,B,0.01,-13.996839887880991,0.3231374652754331,0.36579088370736357,0.008888806982040675,0.16694863013848382,1.8161654736727215,7.81300742590844,0.8220373305012185
DS02,11,1000,D,0.01,0.20385488459738366,0.07445323181619298,0.008072883129048344,0.0006488247898775454,0.9620713867396319,5.623668963925693,2.4882011707931513,0.8220373305012185
DS02,11,1000,B,0.03162277660168379,-5.626131511643928,0.2147916836430954,0.24461498033167303,0.00838952300829677,0.26026274077410105,1.9712757013878233,5.437508863262358,0.8220373305012185
DS02,11,1000,D,0.03162277660168379,0.4280776696598353,0.06310386552172044,0.00799475510900188,0.0006289488062849438,0.9684811195313485,5.625004917282928,2.3411918594948404,0.8220373305012185
DS02,11,1000,B,0.1,-0.5333719522504081,0.10332637520006961,0.11965546347392499,0.007983065893480312,0.4975582673724139,2.221094625880439,3.192404553432466,0.8220373305012185
DS02,11,1000,D,0.1,0.6878002256806452,0.04662337722365895,0.007807518231856934,0.0005994954256236097,0.9752070819922553,5.628885473891204,2.1653741420309656,0.8220373305012185
DS02,11,1000,B,0.31622776601683794,0.7807100779538864,0.03907480084400913,0.04641844936864129,0.007748046136519349,0.8344018665742645,2.40029228457635,2.2380217905424673,0.8220373305012185
DS02,11,1000,D,0.31622776601683794,0.7478780492364798,0.04189794921274494,0.006994984415404532,0.0005905042645737125,0.97442708067586,5.63147531793363,2.1250652057012918,0.8220373305012185
DS02,11,1000,B,1.0,0.957431279377478,0.017216019090218408,0.017823426635421687,0.007599037078571581,0.9717747301619291,2.480158129230085,2.053135751401832,0.8220373305012185
DS02,11,1000,D,1.0,0.8426986317126808,0.03309433713476218,0.005134035996808586,0.0005710763863920493,0.9767286040891013,5.646909055561278,2.060306995200896,0.8220373305012185
