subset,unit,N,method,criterion,lam,skill,rmse,rmse_early,false_alarm,detect_corr,delta
DS02,14,100,B,Morozov_tau2.0,100.0,0.8246905754876647,0.032723816748270816,0.0042722466780983955,0.005305404706700917,0.9896392753086353,2.8239170155369955
DS02,14,100,B,Morozov_tau3.0,316.22776601683796,0.7517874277783678,0.03893796115404727,0.003378717343894949,0.006321233695123198,0.9936829878889254,2.8239170155369955
DS02,14,100,B,oracle,10.0,0.8515917835506034,0.03010858133879438,0.006962112834416341,0.005414927269630497,0.979945280238448,2.8239170155369955
DS02,14,100,B,lam_dev,31.622776601683793,0.8473718975149637,0.030533639408067432,0.005718868291250492,0.005007331630284176,0.9841382516039867,2.8239170155369955
DS02,14,100,D,L_curve,0.0031622776601683794,0.5635467918723129,0.051633333563351896,0.005932502733486864,0.0014272319078364201,0.9481478035613659,2.8239170155369955
DS02,14,100,D,Morozov_tau1.0,1e-06,0.5626948295760312,0.05168370346147865,0.0059325291410963635,0.001427497899020187,0.948119836866444,2.8239170155369955
DS02,14,100,D,Morozov_tau1.5,1e-06,0.5626948295760312,0.05168370346147865,0.0059325291410963635,0.001427497899020187,0.948119836866444,2.8239170155369955
DS02,14,100,D,Morozov_tau2.0,1e-06,0.5626948295760312,0.05168370346147865,0.0059325291410963635,0.001427497899020187,0.948119836866444,2.8239170155369955
DS02,14,100,D,Morozov_tau3.0,316.22776601683796,0.7551901288796714,0.03867014339928019,0.0025569228791419664,0.004358515792939429,0.9939021033551724,2.8239170155369955
DS02,14,100,D,oracle,1.0,0.9343353467950053,0.020027518768709653,0.005921170707419383,0.0012662254351036716,0.9776437741029321,2.8239170155369955
DS02,14,100,D,lam_dev,31.622776601683793,0.859478874531273,0.029297605692944123,0.0026050254448271646,0.00169912008868807,0.9922707026828949,2.8239170155369955
DS02,14,1000,B,L_curve,3.1622776601683795,0.8539315562995073,0.02987029563430456,0.00709161723753577,0.005094292743105125,0.9766974761491761,0.8930009692402003
